会社名,銘柄コード,業種,優先市場,市場タイプ,決算月,都道府県,時価総額,PBR,PER(会予),PER(過去12ヶ月),PER(前年度),配当方向性,配当利回り,EPS(過去12ヶ月),EPS(予想),EPS(前年度),売上高,営業利益,営業利益率,当期純利益,純利益率,ROE,自己資本比率,負債,流動負債,流動資産,総負債,現金及び現金同等物,投資有価証券,ネットキャッシュ,ネットキャッシュ比率
ブルドックソース,2804,食料品,プライム（内国株式）,JP,2025-03-31,東京都,24360329216.0,0.96089005,,9.990139,184.47812674477305,0.19709998,0.019567456,192.69,,10.890653085680048,14617674000.0,223072000.0,0.055209998,623684000.0,0.0,0.10389,0.6603739131050652,11029150000.0,4689964000.0,8153454000.0,4880373000.0,2461665000.0,9475969000.0,3757482300.0,0.1542459572973285
ヱスビー食品,2805,食料品,スタンダード（内国株式）,JP,2025-03-31,東京都,105492619264.0,1.1446178,7.6444836,13.947023,7.751290370248325,0.1278,0.0048642536,312.97,571.0,277.9449962700667,123520000000.0,9446000000.0,0.12658,7565000000.0,0.06183,0.091730006,0.5854857651375344,56827000000.0,36918000000.0,81619000000.0,20305000000.0,19473000000.0,15585000000.0,35701500000.0,0.3384265197800748
ユタカフーズ,2806,食料品,スタンダード（内国株式）,JP,2025-03-31,愛知県,14596741120.0,0.6331271,,23.419909,27.76899531263297,0.4461,0.0,89.71,,66.06379257984148,14454000000.0,686000000.0,-0.0097,553000000.0,0.03346,0.02152,0.873694428266356,3253000000.0,2264000000.0,10828000000.0,1000000.0,2547000000.0,2136000000.0,9070200000.0,0.6213852753456246
キユーピー,2809,食料品,プライム（内国株式）,JP,2024-11-30,東京都,615881441280.0,1.9759705,25.712528,20.833143,26.08038097621929,0.2448,0.0116731515,220.85,178.94,94.77493291511692,483985000000.0,34330000000.0,0.05653,21419000000.0,0.05942,0.09979,0.6537809382921111,130736000000.0,91239000000.0,203727000000.0,21556000000.0,78139000000.0,51178000000.0,108815600000.0,0.1766827066161405
ＴＭＨ,280A,卸売業,グロース（内国株式）,JP,2024-11-30,大分県,5229150208.0,3.6851242,,16.6941,,0.0,0.0,85.06,,,6017239000.0,323598000.0,0.08644,272504000.0,0.028859999,0.22567,0.2048017596217526,3035418000.0,2861694000.0,3551839000.0,297012000.0,2562456000.0,,516421000.0,0.0987581116354116
ハウス食品グループ本社,2810,食料品,プライム（内国株式）,JP,2025-03-31,東京都,282750058496.0,0.968942,19.69389,23.095255,16.627297070145854,0.3577,0.01545396,134.27,157.46,180.53359074945055,315418000000.0,20003000000.0,0.10064,12493000000.0,0.03795,0.041929998,0.6730418273672985,112196000000.0,63121000000.0,189802000000.0,20286000000.0,97484000000.0,48344000000.0,111446800000.0,0.3941530572718754
カゴメ,2811,食料品,プライム（内国株式）,JP,2024-12-31,愛知県,260592648192.0,1.3799201,12.844858,17.793772,10.502500727324446,0.29770002,0.016684046,161.18,223.28,278.18999966614973,,,0.06368,,0.05029,0.075279996,0.512506380806534,150775000000.0,109213000000.0,209958000000.0,72719000000.0,21273000000.0,22320000000.0,74807000000.0,0.2870648904296162
和弘食品,2813,食料品,スタンダード（内国株式）,JP,2025-03-31,北海道,8608433152.0,0.9578762,,8.163169,9.172463895312973,0.22950001,0.03026521,422.63,,438.1774399897747,16249157000.0,1591741000.0,0.054109998,1208405000.0,0.06372,0.12667,0.587313830550527,6010590000.0,4001576000.0,7859594000.0,3442715000.0,3499210000.0,896101000.0,2476274700.0,0.2876568425724124
佐藤食品工業,2814,食料品,スタンダード（内国株式）,JP,2025-03-31,愛知県,10707475456.0,0.26950216,,16.50182,10.403723449494532,0.22559999,0.0,195.13,,189.2900106785559,6360686000.0,672991000.0,0.10819,596432000.0,0.10018,0.033800002,0.9116733531465956,1869310000.0,1533455000.0,12592354000.0,670000000.0,9722532000.0,3466946000.0,13149906200.0,1.2281051919321813
アリアケジャパン,2815,食料品,プライム（内国株式）,JP,2025-03-31,東京都,187594194944.0,1.4488076,21.07787,18.315247,22.05496336967275,0.5288,0.02881356,321.59,279.44,230.8760086658922,65400887000.0,11117439000.0,0.19615,8206402000.0,0.13665,0.07216,0.872130741256195,17351316000.0,10711784000.0,84106492000.0,18032000.0,58958861000.0,32989117000.0,89847557900.0,0.4789463657274735
ダイショー,2816,食料品,スタンダード（内国株式）,JP,2025-03-31,東京都,13658587136.0,2.105592,,45.454548,22.628384851590216,0.5793,0.011299435,31.13,,62.05509912654599,26240000000.0,663000000.0,-0.046719998,458000000.0,0.03441,0.09382,0.523763699545576,8908000000.0,4969000000.0,7788000000.0,3417000000.0,2588000000.0,259000000.0,-938700000.0,-0.0687259956431265
ピエトロ,2818,食料品,スタンダード（内国株式）,JP,2025-03-31,福岡県,12248611840.0,1.9774716,,,102.22932050797272,2.8639998,0.013536379,-4.95,,17.381178707224336,11135028000.0,177182000.0,0.0072399997,57794000.0,-0.00283,-0.00527,0.6189982232823034,3913555000.0,3136252000.0,3275339000.0,1464169000.0,1122616000.0,15522000.0,-627350600.0,-0.051218097870591
エバラ食品工業,2819,食料品,スタンダード（内国株式）,JP,2025-03-31,神奈川県,26548836352.0,0.7330994,14.087855,19.194479,15.26683069282503,0.3312,0.009081002,142.02,193.5,183.5713988833317,47963000000.0,2032000000.0,0.12562999,1399000000.0,0.03477,0.04833,0.7222409862365955,13158000000.0,9238000000.0,28196000000.0,506000000.0,15816000000.0,2224000000.0,16594800000.0,0.6250669438003397
インフォメティス,281A,情報・通信業,グロース（内国株式）,JP,2024-12-31,東京都,1598165760.0,2.0178833,,,,0.0,0.0,-40.74,,,982352000.0,49517000.0,-1.3391299,56471000.0,-0.73077005,,0.6386841861153104,720592000.0,316393000.0,1126106000.0,516300000.0,797145000.0,,405514000.0,0.253737134250705
やまみ,2820,食料品,スタンダード（内国株式）,JP,2025-06-30,広島県,36507742208.0,3.2978997,17.085098,24.27162,15.35282743303554,0.33380002,0.0,215.89,306.7,211.88297072545785,21064618000.0,1727780000.0,0.11176,1502590000.0,0.08266,0.17607,0.6528175265959094,5548170000.0,3947165000.0,3679416000.0,2261454000.0,856524000.0,13042000.0,-1859624600.0,-0.0509378144889085
はごろもフーズ,2831,食料品,スタンダード（内国株式）,JP,2025-03-31,,31948855296.0,0.6778735,,12.986764,17.114397783765543,0.21040002,0.00882353,261.42,,185.9599912266682,74650697000.0,2849482000.0,0.05653,2459725000.0,0.03352,0.0572,0.602117323915892,27347966000.0,20225257000.0,37570133000.0,3197173000.0,1484961000.0,14759622000.0,20553902400.0,0.6433376785982485
キオクシアホールディングス,285A,電気機器,プライム（内国株式）,JP,2025-03-31,東京都,12438373138432.0,12.711652,,79.36425,,0.0,0.0,287.85,,,1706460000000.0,451748000000.0,0.26259002,272315000000.0,0.099309996,0.19680001,0.7229318050981255,448559000000.0,146574000000.0,181786000000.0,439541000000.0,676000000.0,,-266773000000.0,-0.0214475797623184
ユカリア,286A,サービス業,グロース（内国株式）,JP,2024-12-31,東京都,30792355840.0,1.5013945,,17.122473,,0.0,0.0,50.46,,,19833896000.0,2292588000.0,0.12864,2025848000.0,0.112229995,0.14138,0.298593998450731,41197157000.0,11826997000.0,24138928000.0,27217015000.0,11168782000.0,434163000.0,-16754314900.0,-0.5441063031051281
ニチレイ,2871,食料品,プライム（内国株式）,JP,2025-03-31,東京都,515898310656.0,1.8761545,8.736154,19.919683,23.801892332093,0.469,0.021203997,103.34,235.63,83.57000013926627,702080000000.0,38321000000.0,0.06435,24731000000.0,0.0,0.09810001,0.5208895459125317,223257000000.0,129083000000.0,204925000000.0,106253000000.0,39369000000.0,45036000000.0,13193200000.0,0.0255732568366505
セイヒョー,2872,食料品,スタンダード（内国株式）,JP,2025-02-28,新潟県,2923480064.0,1.913537,,30.58288,43.89196099615784,0.2641,0.0,68.11,,39.95102726937994,4484618000.0,96307000.0,-0.10493,119504000.0,0.00556,0.01681,0.4241550640820221,1893992000.0,1492246000.0,1587510000.0,1171875000.0,329432000.0,115667000.0,-225515100.0,-0.077139263844147
横浜冷凍,2874,卸売業,プライム（内国株式）,JP,2025-09-30,神奈川県,88078450688.0,1.0663097,22.552872,44.447754,14.075728665793363,0.71510005,0.017266188,33.59,66.2,66.77852224784283,125563000000.0,4238000000.0,0.06582,1978000000.0,0.024400001,0.03824,0.3861429241176076,126618000000.0,39814000000.0,34253000000.0,108450000000.0,3659000000.0,43256000000.0,-62085800000.0,-0.7048920537888015
東洋水産,2875,食料品,プライム（内国株式）,JP,2025-03-31,東京都,1162755047424.0,2.304859,18.883883,18.939274,16.477710771326624,0.3174,0.016701462,630.7,632.55,544.9391443986409,507600000000.0,75493000000.0,0.16917999,62867000000.0,0.12546,0.13028,0.8087559540016606,101334000000.0,73300000000.0,366721000000.0,3401000000.0,257470000000.0,35123000000.0,289973100000.0,0.2493845119334588
デルソーレ,2876,食料品,スタンダード（内国株式）,JP,2025-03-31,東京都,4274398976.0,1.1331338,,,8.705662213101787,0.2216,0.021367522,-104.74,,67.31503684743278,15403734000.0,561163000.0,0.05204,-422804000.0,0.01521,0.07056,0.5973952017017302,4124538000.0,2631408000.0,5998312000.0,150000000.0,2737373000.0,194829000.0,2010154300.0,0.4702776486908834
日東ベスト,2877,食料品,スタンダード（内国株式）,JP,2025-03-31,山形県,9049208832.0,0.56575245,,18.212807,24.012170569329665,0.2924,0.01608579,41.07,,34.025714070329826,55860401000.0,574435000.0,0.0037200002,384736000.0,0.00871,0.033210002,0.4029933548834319,23302608000.0,16972686000.0,21063002000.0,10897340000.0,3500280000.0,3524705000.0,227687500.0,0.025161039404334
黒田グループ,287A,卸売業,スタンダード（内国株式）,JP,2025-03-31,東京都,43681030144.0,1.1093861,,15.772532,,1.3796,0.057416268,65.24,,,121327000000.0,5929000000.0,0.068730004,3914000000.0,0.023599999,,0.4011818504520682,56174000000.0,32630000000.0,56158000000.0,29144000000.0,15476000000.0,1615000000.0,1114500000.0,0.0255145081589401
イートアンドホールディングス,2882,食料品,プライム（内国株式）,JP,2025-02-28,東京都,23828234240.0,2.1311371,22.878954,79.98475,-212.9418794942719,0.47669998,0.0059751435,26.23,91.7,-9.78602125948494,37335000000.0,1091000000.0,0.0348,888000000.0,0.0038299998,0.01131,0.3752872971767692,18203000000.0,13357000000.0,12240000000.0,7485000000.0,2322000000.0,21000000.0,-5948300000.0,-0.2496324293310287
大冷,2883,食料品,スタンダード（内国株式）,JP,2025-03-31,東京都,11676534784.0,1.3407694,,,14.388796207765148,0.5714,0.0,-107.22,,129.77097040733048,25732929000.0,840933000.0,0.03185,-574629000.0,-0.026919998,-0.07297,0.7640157505967287,2716338000.0,2317898000.0,10454721000.0,20494000.0,3751887000.0,26685000.0,7757062500.0,0.6643291561661998
ヨシムラ・フード・ホールディングス,2884,食料品,プライム（内国株式）,JP,2025-02-28,東京都,24089356288.0,1.9820379,12.026221,15.198072,28.87356293989249,0.0,0.0,66.39,83.9,43.50000041957678,58110107000.0,4161282000.0,0.067729995,1861345000.0,0.02832,0.14027001,0.196947127958385,39534720000.0,20479025000.0,32448891000.0,28910584000.0,13170612000.0,,-7085829000.0,-0.2941477105193455
ラクサス・テクノロジーズ,288A,サービス業,グロース（内国株式）,JP,2025-03-31,広島県,3220660480.0,1.0639837,,17.458101,,0.0,0.0,7.16,,,2561268000.0,590147000.0,0.00889,435750000.0,0.19147,0.67928004,0.6360539911970967,1699151000.0,772496000.0,1896493000.0,1295568000.0,1522066000.0,,197342000.0,0.0612737670504157
日本食品化工,2892,食料品,スタンダード（内国株式）,JP,2025-03-31,東京都,18786394112.0,0.63729274,,12.920027,8.473469984699182,0.42,0.014102564,297.6,,494.8691382201627,62697000000.0,1201000000.0,-0.02175,1527000000.0,0.01867,,0.5298156692009444,21707000000.0,17117000000.0,28027000000.0,10735000000.0,233000000.0,115000000.0,6400500000.0,0.3406986972508798
石井食品,2894,食料品,スタンダード（内国株式）,JP,2025-03-31,千葉県,5809704960.0,1.3908759,,14.344431,11.716578988873971,0.16450001,0.011494253,24.33,,28.06599897536196,10869656000.0,267758000.0,0.048649997,287881000.0,0.03746,0.10702,0.5030253347131594,3805337000.0,3191047000.0,3862495000.0,1993506000.0,1912391000.0,777918000.0,601700600.0,0.1035681853282959
日清食品ホールディングス,2897,食料品,プライム（内国株式）,JP,2025-03-31,東京都,952168546304.0,1.9171393,16.035774,20.12132,22.814038165286583,0.42490003,0.021584952,164.85,206.85,177.03707843392942,776594000000.0,61151000000.0,0.08505999,55019000000.0,0.06464,0.10299,0.5604594672000245,336560000000.0,219593000000.0,288343000000.0,115559000000.0,73036000000.0,53773000000.0,-10575900000.0,-0.0111071721924149
ウェルディッシュ,2901,食料品,スタンダード（内国株式）,JP,2025-03-31,東京都,11715860480.0,2.768542,,18.97106,-6.152436602883154,0.0919,0.0,21.77,,-24.575363228766623,1974441000.0,200554000.0,0.01051,431594000.0,0.10946,,0.5849588597383358,1898443000.0,853403000.0,2017625000.0,1291862000.0,1076218000.0,116000.0,119263200.0,0.010179636417111
シノブフーズ,2903,食料品,スタンダード（内国株式）,JP,2025-03-31,大阪府,21856806912.0,1.4461342,,20.577124,10.014682764532486,0.3093,0.0072247135,95.3,,94.22000249477128,57651000000.0,2333000000.0,0.041100003,996000000.0,0.01682,0.066750005,0.5096348201051071,14550000000.0,10563000000.0,13198000000.0,5820000000.0,6279000000.0,,-1352000000.0,-0.0618571598973001
一正蒲鉾,2904,食料品,スタンダード（内国株式）,JP,2025-06-30,新潟県,13731008512.0,0.9394729,14.619884,18.450184,14.300989511901545,0.2951,0.016,40.65,51.3,52.10197529520596,34579066000.0,891112000.0,-0.029189998,746874000.0,0.0178,0.041149996,0.4875575690786198,15504758000.0,7678501000.0,8952309000.0,9942079000.0,1100387000.0,1833066000.0,-5269302800.0,-0.3837520598283058
あじかん,2907,食料品,スタンダード（内国株式）,JP,2025-03-31,広島県,10533551104.0,0.5901811,,13.055372,5.815154296148911,0.2359,0.018024513,106.01,,198.3837228139941,51045379000.0,1964453000.0,0.04053,1548947000.0,0.01045,0.030250002,0.6464942520787055,9508254000.0,8282511000.0,13763454000.0,3378719000.0,2275586000.0,961655000.0,4928358500.0,0.4678724630792848
フジッコ,2908,食料品,プライム（内国株式）,JP,2025-03-31,兵庫県,46323453952.0,0.66638047,63.062016,34.602295,46.69361527846328,0.9793,0.028203556,47.02,25.8,39.000000632432446,57077000000.0,1131000000.0,0.0514,951000000.0,0.024300002,0.01967,0.8636140452479573,10833000000.0,8799000000.0,34542000000.0,,11692000000.0,3944000000.0,26469800000.0,0.5714124863708954
Ｓｙｎｓｐｅｃｔｉｖｅ,290A,情報・通信業,グロース（内国株式）,JP,2024-12-31,,158354784256.0,3.9430757,,,,0.0,0.0,-49.04,,,2316649000.0,-3070206000.0,-1.38794,-3592954000.0,-0.15614,-0.01265,0.704830756405953,8322395000.0,2229395000.0,16253228000.0,7288000000.0,14239861000.0,,7930833000.0,0.0500826864010551
ロック・フィールド,2910,食料品,プライム（内国株式）,JP,2025-04-30,,37015232512.0,1.2963235,30.063696,312.58276,32.2960047269174,5.0885,0.016254418,4.53,47.1,47.17582596129412,51184000000.0,1243000000.0,0.0058,329000000.0,0.00234,0.00414,0.81873796306786,6400000000.0,5364000000.0,18786000000.0,1118000000.0,13596000000.0,530000000.0,12757000000.0,0.3446418983283246
旭松食品,2911,食料品,スタンダード（内国株式）,JP,2025-03-31,大阪府,4308674048.0,0.5173232,,15.872689,17.723047680343186,0.2395,0.015099224,146.1,,126.53260869565216,8017567000.0,225812000.0,0.04284,238817000.0,0.03528,0.03395,0.8003809696895082,1968617000.0,1311506000.0,5026849000.0,946042000.0,2098381000.0,847388000.0,3651403600.0,0.8474541261005595
日本たばこ産業,2914,食料品,プライム（内国株式）,JP,2024-12-31,東京都,10806788882432.0,2.6442294,20.215204,21.644976,12.117052607023629,0.8325,0.038110748,281.22,301.11,271.6268753974105,3149759000000.0,310575000000.0,0.24619,179240000000.0,0.14712,0.12149999,0.4499753426582048,4522005000000.0,2148607000000.0,3577572000000.0,1726788000000.0,1084567000000.0,151940000000.0,-838075000000.0,-0.0775507885938636
ケンコーマヨネーズ,2915,食料品,プライム（内国株式）,JP,2025-03-31,東京都,30739165184.0,0.76237774,11.417112,12.986618,11.446930857124622,0.2858,0.011204482,164.4,187.0,169.89999506140782,91703000000.0,4846000000.0,0.06661,3503000000.0,0.029040001,0.064109996,0.6236423220973782,24117000000.0,18391000000.0,34312000000.0,3815000000.0,15729000000.0,6164000000.0,14509800000.0,0.4720297351325753
仙波糖化工業,2916,食料品,スタンダード（内国株式）,JP,2025-03-31,栃木県,8298638336.0,0.68357825,,37.308083,16.24469355534457,0.7673,0.020519836,19.54,,43.51805323728367,18701074000.0,755539000.0,0.04301,319610000.0,0.01166,0.01818,0.5732952142193949,8802559000.0,6682080000.0,11173971000.0,3640497000.0,3081470000.0,2789526000.0,4324080200.0,0.5210590008775146
大森屋,2917,食料品,スタンダード（内国株式）,JP,2025-09-30,大阪府,4512543232.0,0.391476,,,25.27431784978216,0.4188,0.010989011,-14.77,,35.82087116562464,16511214000.0,-66719000.0,0.00051,-73700000.0,-0.00442,-0.0063,0.4893860861058795,12028341000.0,9829413000.0,17727510000.0,8730016000.0,1380097000.0,577581000.0,6103475700.0,1.3525578340653115
わらべや日洋ホールディングス,2918,食料品,プライム（内国株式）,JP,2025-02-28,東京都,65367453696.0,1.1170107,18.837326,16.977737,10.68410315955564,0.47259998,0.028378379,222.35,200.4,244.674759505268,222467000000.0,4517000000.0,0.03864,2679000000.0,0.02088,0.08294,0.4686331910952334,61802000000.0,25647000000.0,32818000000.0,34245000000.0,8450000000.0,1136000000.0,-28188800000.0,-0.4312360112892839
リスキル,291A,サービス業,グロース（内国株式）,JP,2025-03-31,東京都,7660248064.0,4.193873,,13.927473,,0.0,0.0,269.97,,,1958771000.0,683436000.0,0.20579,473789000.0,0.24419,,0.8015691762619777,349371000.0,349369000.0,1583600000.0,,1461863000.0,119493000.0,1317874100.0,0.1720406557319551
なとり,2922,食料品,プライム（内国株式）,JP,2025-03-31,東京都,24321882112.0,0.8818986,15.818331,28.569315,18.667258608302504,0.35509998,0.0062015504,67.66,122.2,111.28252108134674,48892510000.0,1968762000.0,0.10357001,1352046000.0,0.02104,0.03799,0.6305296675982595,15359815000.0,11852922000.0,20975084000.0,5276893000.0,4509997000.0,2094121000.0,7081153700.0,0.2911433279460836
